,Unnamed: 0,ID,Description,Published,Solved By,Difficulty
485,485,486,Palindrome-containing Strings,1414260000,262,70.0
486,486,487,Sums of Power Sums,1414879200,658,40.0
487,487,488,Unbalanced Nim,1415494800,240,80.0
488,488,489,Common factors between two sequences,1416110400,245,100.0
489,489,490,Jumping Frog,1416726000,301,95.0
490,490,491,Double Pandigital Number Divisible by $11$,1417341600,2200,20.0
491,491,492,Exploding Sequence,1417870800,361,60.0
492,492,493,Under the Rainbow,1418486400,5444,10.0
493,493,494,Collatz Prefix Families,1419102000,220,100.0
494,494,495,Writing $n$ as the product of $k$ distinct positive integers,1419717600,295,100.0
495,495,496,Incenter and Circumcenter of Triangle,1420333200,308,50.0
496,496,497,Drunken Tower of Hanoi,1420948800,552,40.0
497,497,498,Remainder of Polynomial Division,1421564400,526,40.0
498,498,499,St. Petersburg Lottery,1422180000,336,100.0
499,499,500,Problem 500!!!,1422709200,4108,15.0
500,500,501,Eight Divisors,1422709200,1377,40.0
501,501,502,Counting Castles,1423324800,295,100.0
502,502,503,Compromise or Persist,1423940400,323,60.0
503,503,504,Square on the Inside,1424556000,3124,15.0
504,504,505,Bidirectional Recurrence,1425171600,209,90.0
505,505,506,Clock Sequence,1425787200,887,30.0
506,506,507,Shortest Lattice Vector,1426402800,218,90.0
507,507,508,Integers in Base $i-1$,1427018400,235,85.0
508,508,509,Divisor Nim,1427547600,577,45.0
509,509,510,Tangent Circles,1428159600,1039,30.0
510,510,511,Sequences with nice divisibility properties,1428775200,416,55.0
511,511,512,Sums of Totients of Powers,1429390800,1530,25.0
512,512,513,Integral Median,1430006400,310,60.0
513,513,514,Geoboard Shapes,1430622000,214,90.0
514,514,515,Dissonant Numbers,1431237600,469,40.0
515,515,516,$5$-smooth totients,1431853200,1592,20.0
516,516,517,A Real Recursion,1432382400,465,45.0
517,517,518,Prime Triples and Geometric Sequences,1432998000,1635,20.0
518,518,519,Tricoloured Coin Fountains,1433613600,345,50.0
519,519,520,Simbers,1434229200,410,45.0
520,520,521,Smallest Prime Factor,1434844800,748,50.0
521,521,522,Hilbert's Blackout,1435460400,269,85.0
522,522,523,First Sort I,1441519200,1003,30.0
523,523,524,First Sort II,1441519200,221,75.0
524,524,525,Rolling Ellipse,1442134800,513,45.0
525,525,526,Largest Prime Factors of Consecutive Numbers,1442664000,312,60.0
526,526,527,Randomized Binary Search,1443279600,747,30.0
527,527,528,Constrained Sums,1443895200,276,60.0
528,528,529,$10$-substrings,1444510800,249,85.0
529,529,530,GCD of Divisors,1445126400,452,60.0
530,530,531,Chinese Leftovers,1445745600,1161,25.0
531,531,532,Nanobots on Geodesics,1446361200,311,55.0
532,532,533,Minimum Values of the Carmichael Function,1446976800,332,50.0
533,533,534,Weak Queens,1447506000,309,55.0
534,534,535,Fractal Sequence,1448121600,290,60.0
535,535,536,Modulo Power Identity ,1448737200,289,60.0
536,536,537,Counting Tuples,1449352800,627,35.0
537,537,538,Maximum Quadrilaterals,1449968400,328,40.0
538,538,539,Odd Elimination,1450584000,826,35.0
539,539,540,Counting Primitive Pythagorean Triples,1451199600,655,30.0
540,540,541,Divisibility of Harmonic Number Denominators,1451815200,212,90.0
541,541,542,Geometric Progression with Maximum Sum,1452344400,227,65.0
542,542,543,Prime-Sum Numbers,1452960000,697,30.0
543,543,544,Chromatic Conundrum,1453575600,250,90.0
544,544,545,Faulhaber's Formulas,1454191200,534,35.0
545,545,546,The Floor's Revenge,1454806800,232,85.0
546,546,547,Distance of random points within hollow square laminae,1455422400,223,70.0
547,547,548,Gozinta Chains,1456038000,615,35.0
548,548,549,Divisibility of Factorials,1456653600,2773,15.0
549,549,550,Divisor Game,1457182800,348,60.0
550,550,551,Sum of Digits Sequence,1457798400,469,50.0
551,551,552,Chinese Leftovers II,1458414000,439,40.0
552,552,553,Power Sets of Power Sets,1459029600,210,85.0
553,553,554,Centaurs on a Chess Board,1459641600,242,80.0
554,554,555,McCarthy 91 Function,1460257200,700,30.0
555,555,556,Squarefree Gaussian Integers,1460872800,250,85.0
556,556,557,Cutting Triangles,1461488400,291,55.0
557,557,558,Irrational Base,1462017600,250,65.0
558,558,559,Permuted Matrices,1462633200,191,100.0
559,559,560,Coprime Nim,1463248800,317,75.0
560,560,561,Divisor Pairs,1463864400,775,30.0
561,561,562,Maximal Perimeter,1464480000,191,75.0
562,562,563,Robot Welders,1465095600,330,45.0
563,563,564,Maximal Polygons,1465711200,238,60.0
564,564,565,Divisibility of Sum of Divisors,1466326800,625,35.0
565,565,566,Cake Icing Puzzle,1466856000,170,100.0
566,566,567,Reciprocal Games I,1472914800,294,55.0
567,567,568,Reciprocal Games II,1472914800,288,55.0
568,568,569,Prime Mountain Range,1473530400,402,45.0
569,569,570,Snowflakes,1474146000,277,55.0
570,570,571,Super Pandigital Numbers,1474761600,1120,25.0
571,571,572,Idempotent Matrices,1475377200,337,50.0
572,572,573,Unfair Race,1475992800,206,80.0
573,573,574,Verifying Primes,1476608400,266,50.0
574,574,575,Wandering Robots,1477137600,596,35.0
575,575,576,Irrational Jumps,1477753200,235,55.0
576,576,577,Counting Hexagons,1478977200,1590,20.0
577,577,578,Integers with decreasing prime powers,1479592800,231,80.0
578,578,579,Lattice points in lattice cubes,1480208400,164,100.0
579,579,580,Squarefree Hilbert Numbers,1480824000,250,75.0
580,580,581,$47$-smooth Triangular Numbers,1481439600,868,30.0
581,581,582,Nearly isosceles $120$ degree triangles,1482055200,327,50.0
582,582,583,Heron Envelopes,1482584400,372,50.0
583,583,584,Birthday Problem Revisited,1483200000,209,100.0
584,584,585,Nested Square Roots,1483815600,174,100.0
585,585,586,Binary Quadratic Form,1484431200,235,75.0
586,586,587,Concave Triangle,1485046800,3157,20.0
587,587,588,Quintinomial Coefficients,1485662400,447,40.0
588,588,589,Poohsticks Marathon,1486278000,200,95.0
589,589,590,Sets with a Given Least Common Multiple,1486893600,259,60.0
590,590,591,Best Approximations by Quadratic Integers,1487422800,197,95.0
591,591,592,Factorial Trailing Digits 2,1488038400,283,60.0
592,592,593,Fleeting Medians,1488654000,542,35.0
593,593,594,Rhombus Tilings,1489269600,185,85.0
594,594,595,Incremental Random Sort,1489885200,628,35.0
595,595,596,Number of Lattice Points in a Hyperball,1490497200,359,50.0
596,596,597,Torpids,1491112800,172,100.0
597,597,598,Split Divisibilities,1491728400,487,40.0
598,598,599,Distinct Colourings of a Rubik's Cube,1492257600,302,60.0
599,599,600,Integer sided equiangular hexagons,1492873200,618,35.0
600,600,601,Divisibility Streaks,1493488800,2062,20.0
601,601,602,Product of Head Counts,1494104400,497,35.0
602,602,603,Substring sums of prime concatenations,1494720000,428,45.0
603,603,604,Convex Path in Square,1495335600,510,40.0
604,604,605,Pairwise Coin-Tossing Game,1495951200,857,25.0
605,605,606,Gozinta Chains II,1496566800,379,50.0
606,606,607,Marsh Crossing,1497096000,1726,20.0
607,607,608,Divisor Sums,1497711600,304,80.0
608,608,609,$\pi$ sequences,1504969200,940,20.0
609,609,610,Roman Numerals II,1506189600,579,35.0
610,610,611,Hallway of Square Steps,1507410000,332,60.0
611,611,612,Friend Numbers,1508630400,681,30.0
612,612,613,Pythagorean Ant,1509854400,1803,20.0
613,613,614,Special partitions 2,1511074800,312,55.0
614,614,615,The millionth number with at least one million prime factors,1512295200,585,35.0
615,615,616,Creative numbers,1513429200,482,40.0
616,616,617,Mirror Power Sequence,1514649600,379,40.0
617,617,618,Numbers with a given prime factor sum,1515870000,1044,20.0
618,618,619,Square Subsets,1517090400,400,45.0
619,619,620,Planetary Gears,1518310800,174,80.0
620,620,621,Expressing an integer as the sum of triangular numbers,1519531200,560,35.0
621,621,622,Riffle Shuffles,1520751600,1747,15.0
622,622,623,Lambda Count,1521968400,321,45.0
623,623,624,Two heads are better than one,1523102400,634,30.0
624,624,625,Gcd Sum,1524322800,615,35.0
625,625,626,Counting Binary Matrices,1525543200,224,70.0
626,626,627,Counting Products,1526763600,240,60.0
627,627,628,Open Chess Positions,1527984000,794,30.0
628,628,629,Scatterstone Nim,1529204400,240,55.0
629,629,630,Crossed Lines,1530424800,1005,20.0
630,630,631,Constrained Permutations,1531645200,194,65.0
631,631,632,Square Prime Factors,1532779200,479,35.0
632,632,633,Square Prime Factors II,1532779200,317,50.0
633,633,634,Numbers of the Form $a^2b^3$,1533999600,611,40.0
634,634,635,Subset Sums,1535220000,341,40.0
635,635,636,Restricted Factorisations,1536440400,190,90.0
636,636,637,Flexible Digit Sum,1537660800,323,45.0
637,637,638,Weighted Lattice Paths,1538881200,375,40.0
638,638,639,Summing a multiplicative function,1540101600,265,70.0
639,639,640,Shut the Box,1540720800,345,50.0
640,640,641,A Long Row of Dice,1541250000,483,35.0
641,641,642,Sum of Largest Prime Factors,1541865600,358,45.0
642,642,643,$2$-Friendly,1542481200,602,25.0
643,643,644,Squares on the Line,1543096800,161,90.0
644,644,645,Every Day is a Holiday,1543712400,215,75.0
645,645,646,Bounded Divisors,1544328000,278,40.0
646,646,647,Linear Transformations of Polygonal Numbers,1544943600,438,30.0
647,647,648,Skipping Squares,1545559200,287,45.0
648,648,649,Low-Prime Chessboard Nim,1546088400,407,30.0
649,649,650,Divisors of Binomial Product,1546704000,1631,10.0
650,650,651,Patterned Cylinders,1547319600,170,70.0
651,651,652,Distinct values of a proto-logarithmic function,1547935200,170,70.0
652,652,653,Frictionless Tube,1548550800,309,45.0
653,653,654,Neighbourly Constraints,1549166400,337,45.0
654,654,655,Divisible Palindromes,1549782000,522,30.0
655,655,656,Palindromic Sequences,1550397600,239,50.0
656,656,657,Incomplete Words,1550926800,531,30.0
657,657,658,Incomplete Words II,1550926800,242,55.0
658,658,659,Largest Prime,1551542400,925,20.0
659,659,660,Pandigital Triangles,1552158000,297,40.0
660,660,661,A Long Chess Match,1552773600,222,55.0
661,661,662,Fibonacci paths,1553389200,789,25.0
662,662,663,Sums of Subarrays,1554001200,358,35.0
663,663,664,An Infinite Game,1554616800,191,65.0
664,664,665,Proportionate Nim,1555232400,253,55.0
665,665,666,Polymorphic Bacteria,1555761600,275,45.0
666,666,667,Moving Pentagon,1556377200,202,80.0
667,667,668,Square Root Smooth Numbers,1556992800,1038,20.0
668,668,669,The King's Banquet,1557608400,312,45.0
669,669,670,Colouring a Strip,1558224000,328,40.0
670,670,671,Colouring a Loop,1558224000,164,80.0
671,671,672,One More One,1558839600,268,50.0
672,672,673,Beds and Desks,1559455200,314,35.0
673,673,674,Solving $\mathcal{I}$-equations,1560070800,169,75.0
674,674,675,$2^{\omega(n)}$,1560600000,731,25.0
675,675,676,Matching Digit Sums,1561215600,229,50.0
676,676,677,Coloured Graphs,1561831200,172,90.0
677,677,678,Fermat-like Equations,1567890000,229,55.0
678,678,679,Freefarea,1568505600,847,20.0
679,679,680,Yarra Gnisrever,1569121200,185,65.0
680,680,681,Maximal Area,1569736800,227,50.0
681,681,682,$5$-Smooth Pairs,1570352400,265,50.0
682,682,683,The Chase II,1570881600,320,40.0
683,683,684,Inverse Digit Sum,1571497200,2556,5.0
684,684,685,Inverse Digit Sum II,1571497200,195,65.0
685,685,686,Powers of Two,1572112800,3312,5.0
686,686,687,Shuffling Cards,1572732000,300,45.0
687,687,688,Piles of Plates,1573347600,735,20.0
688,688,689,Binary Series,1573963200,227,60.0
689,689,690,Tom and Jerry,1574578800,198,60.0
690,690,691,Long substring with many repetitions,1575194400,261,40.0
691,691,692,Siegbert and Jo,1575723600,1267,10.0
692,692,693,Finite Sequence Generator,1576339200,281,40.0
693,693,694,Cube-full Divisors,1576954800,937,15.0
694,694,695,Random Rectangles,1577570400,205,70.0
695,695,696,Mahjong,1578186000,168,100.0
696,696,697,Randomly Decaying Sequence,1578801600,552,30.0
697,697,698,123 Numbers,1579417200,422,30.0
698,698,699,Triffle Numbers,1580032800,181,80.0
699,699,700,Eulercoin,1580562000,3102,5.0
700,700,701,Random Connected Area,1581177600,332,40.0
701,701,702,Jumping Flea,1581793200,152,95.0
702,702,703,Circular Logic II,1582408800,292,45.0
703,703,704,Factors of Two in Binomial Coefficients,1583024400,870,20.0
704,704,705,Total Inversion Count of Divided Sequences,1583640000,421,25.0
705,705,706,$3$-Like Numbers,1584255600,530,20.0
706,706,707,Lights Out,1584871200,222,55.0
707,707,708,Twos are all you need,1585400400,297,50.0
708,708,709,Even Stevens,1586016000,800,15.0
709,709,710,One Million Members,1586631600,1145,10.0
710,710,711,Binary Blackboard,1586631600,309,35.0
711,711,712,Exponent Difference,1587247200,475,25.0
712,712,713,Turán's water heating system,1587862800,678,20.0
713,713,714,Duodigits,1588478400,692,25.0
714,714,715,Sextuplet Norms,1589094000,185,60.0
715,715,716,Grid Graphs,1589709600,220,45.0
716,716,717,Summation of a Modular Formula,1590238800,470,25.0
717,717,718,Unreachable Numbers,1590854400,319,35.0
718,718,719,Number Splitting,1591470000,3328,5.0
719,719,720,Unpredictable Permutations,1592085600,292,35.0
720,720,721,High Powers of Irrational Numbers,1592701200,399,30.0
721,721,722,Slowly Converging Series,1593316800,489,25.0
722,722,723,Pythagorean Quadrilaterals,1593932400,177,65.0
723,723,724,Drone Delivery,1599310800,369,30.0
724,724,725,Digit Sum Numbers,1599926400,976,10.0
725,725,726,Falling Bottles,1600542000,189,50.0
726,726,727,Triangle of Circular Arcs,1601157600,478,25.0
727,727,728,Circle of Coins,1601773200,267,40.0
728,728,729,Range of Periodic Sequence,1602388800,159,65.0
729,729,730,Shifted Pythagorean Triples,1603004400,177,65.0
730,730,731,A Stoneham Number,1603620000,512,20.0
731,731,732,Standing on the shoulders of trolls,1604149200,202,40.0
732,732,733,Ascending Subsequences,1604764800,447,25.0
733,733,734,A Bit of Prime,1605380400,309,35.0
734,734,735,Divisors of $2n^2$,1605996000,201,65.0
735,735,736,Paths to Equality,1606611600,217,50.0
736,736,737,Coin Loops,1607227200,334,30.0
737,737,738,Counting Ordered Factorisations,1607842800,257,35.0
738,738,739,Summation of Summations,1608458400,477,25.0
739,739,740,Secret Santa,1608987600,193,55.0
740,740,741,Binary Grid Colouring,1609603200,149,80.0
741,741,742,Minimum Area of a Convex Grid Polygon,1610218800,159,75.0
742,742,743,Window into a Matrix,1610834400,1030,10.0
743,743,744,What? Where? When?,1611450000,281,35.0
744,744,745,Sum of Squares II,1612065600,1007,10.0
745,745,746,A Messy Dinner,1612681200,259,35.0
746,746,747,Triangular Pizza,1613296800,185,60.0
747,747,748,Upside Down Diophantine Equation,1613826000,288,40.0
748,748,749,Near Power Sums,1614441600,624,15.0
749,749,750,Optimal Card Stacking,1615057200,302,35.0
750,750,751,Concatenation Coincidence,1615672800,1969,5.0
751,751,752,Powers of $1+\sqrt 7$,1616288400,587,25.0
752,752,753,Fermat Equation,1616904000,372,40.0
753,753,754,Product of Gauss Factorials,1617519600,617,20.0
754,754,755,Not Zeckendorf,1618740000,781,15.0
755,755,756,Approximating a Sum,1619874000,318,30.0
756,756,757,Stealthy Numbers,1621094400,1050,10.0
757,757,758,Buckets of Water,1622314800,217,50.0
758,758,759,A Squared Recurrence Relation,1623535200,501,25.0
759,759,760,Sum over Bitwise Operators,1624755600,388,35.0
760,760,761,Runner and Swimmer,1625976000,144,90.0
761,761,762,Amoebas in a 2D grid,1630760400,189,50.0
762,762,763,Amoebas in a 3D grid,1630760400,74,100.0
763,763,764,Asymmetric Diophantine Equation,1631376000,331,40.0
764,764,765,Trillionaire,1631991600,197,65.0
765,765,766,Sliding Block Puzzle,1633212000,295,35.0
766,766,767,Window into a Matrix II,1633827600,167,60.0
767,767,768,Chandelier,1634443200,140,95.0
768,768,769,Binary Quadratic Form II,1635055200,131,90.0
769,769,770,Delphi Flip,1635674400,465,30.0
770,770,771,Pseudo Geometric Sequences,1636203600,123,80.0
771,771,772,Balanceable $k$-bounded partitions,1636819200,444,20.0
772,772,773,Ruff Numbers,1637434800,187,50.0
773,773,774,Conjunctive Sequences,1638050400,122,90.0
774,774,775,Saving Paper,1638666000,227,40.0
775,775,776,Digit Sum Division,1639281600,487,25.0
776,776,777,Lissajous Curves,1639897200,112,95.0
777,777,778,Freshman's Product,1640512800,361,30.0
778,778,779,Prime Factor and Exponent,1641042000,434,25.0
779,779,780,Toriangulations,1641657600,70,100.0
780,780,781,Feynman Diagrams,1642273200,118,95.0
781,781,782,Distinct Rows and Columns,1642888800,147,65.0
782,782,783,Urns,1643504400,183,50.0
783,783,784,Reciprocal Pairs,1644120000,355,30.0
784,784,785,Symmetric Diophantine Equation,1644735600,178,55.0
785,785,786,Billiard,1645351200,113,95.0
786,786,787,Bézout's Game,1645880400,184,40.0
787,787,788,Dominating Numbers,1646496000,929,10.0
788,788,789,Minimal Pairing Modulo $p$,1647111600,173,50.0
789,789,790,Clock Grid,1647727200,242,45.0
790,790,791,Average and Variance,1648342800,150,60.0
791,791,792,Too Many Twos,1648958400,111,100.0
792,792,793,Median of Products,1649574000,573,20.0
793,793,794,Seventeen Points,1650189600,285,35.0
794,794,795,Alternating GCD Sum,1650718800,300,30.0
795,795,796,A Grand Shuffle,1651334400,187,55.0
796,796,797,Cyclogenic Polynomials,1651950000,175,50.0
797,797,798,Card Stacking Game,1652565600,103,100.0
798,798,799,Pentagonal Puzzle,1653181200,209,50.0
799,799,800,Hybrid Integers,1653796800,1357,5.0
800,800,801,$x^y \equiv y^x$,1654412400,228,50.0
801,801,802,Iterated Composition,1655028000,217,35.0
802,802,803,Pseudorandom Sequence,1655557200,197,55.0
803,803,804,Counting Binary Quadratic Representations,1656172800,562,20.0
804,804,805,Shifted Multiples,1656788400,167,55.0
805,805,806,Nim on Towers of Hanoi,1657404000,104,100.0
806,806,807,Loops of Ropes,1662858000,107,90.0
807,807,808,Reversible Prime Squares,1663473600,1658,5.0
808,808,809,Rational Recurrence Relation ,1664089200,262,35.0
809,809,810,XOR-Primes,1664704800,569,20.0
810,810,811,Bitwise Recursion,1665234000,202,40.0
811,811,812,Dynamical Polynomials,1665849600,95,95.0
812,812,813,XOR-Powers,1666465200,424,20.0
813,813,814,Mezzo-forte,1667080800,191,50.0
814,814,815,Group by Value,1667696400,351,25.0
815,815,816,Shortest Distance among Points,1668312000,1221,5.0
816,816,817,Digits in Squares,1668927600,373,20.0
817,817,818,SET,1669543200,110,85.0
818,818,819,Iterative Sampling,1670072400,190,45.0
819,819,820,$N$<sup>th</sup> digit of Reciprocals,1670688000,617,10.0
820,820,821,123-Separable,1671303600,127,65.0
821,821,822,Square the Smallest,1671919200,548,15.0
822,822,823,Factor Shuffle,1672534800,161,50.0
823,823,824,Chess Sliders,1673150400,85,90.0
824,824,825,Chasing Game,1673766000,127,60.0
825,825,826,Birds on a Wire,1674381600,195,45.0
826,826,827,Pythagorean Triple Occurrence,1674910800,156,50.0
827,827,828,Numbers Challenge,1675526400,443,15.0
828,828,829,Integral Fusion,1676142000,182,45.0
829,829,830,Binomials and Powers,1676757600,108,75.0
830,830,831,Triple Product,1677373200,153,60.0
831,831,832,Mex Sequence,1677988800,234,30.0
832,832,833,Square Triangle Products,1678604400,140,65.0
833,833,834,Add and Divide,1679220000,275,25.0
834,834,835,Supernatural Triangles,1679749200,261,25.0
835,835,836,A Bold Proposition,1680364800,977,5.0
836,836,837,Amidakuji,1680364800,163,55.0
837,837,838,Not Coprime,1680980400,383,20.0
838,838,839,Beans in Bowls,1681596000,267,30.0
839,839,840,Sum of Products,1682211600,241,
840,840,841,Regular Star Polygons,1682827200,141,
841,841,842,Irregular Star Polygons,1683442800,86,
842,842,843,Periodic Circles,1684058400,72,
843,843,844,$k$-Markov Numbers,1684587600,133,
844,844,845,Prime Digit Sum,1685203200,199,
